id,lat,lon,detail,suburb,postcode
508,-33.79845755,151.28000780000002,,MANLY,2095
509,-33.79993306,151.28705259999998,,MANLY,2095
510,-33.76103947,151.28346489999998,,NORTH CURL CURL,2099
511,-33.63058774,151.3276415,,AVALON BEACH,2107
512,-33.79027468,151.25563490000002,,NORTH BALGOWLAH,2093
513,-33.79838823,151.2817341,,MANLY,2095
514,-33.75621505,151.2977531,,DEE WHY,2099
515,-33.64782576,151.31214980000001,,BILGOLA PLATEAU,2107
516,-33.673056700000004,151.2973542,,MONA VALE,2103
517,-33.79761642,151.27070769999997,,FAIRLIGHT,2094
518,-33.72671161,151.291108,,COLLAROY PLATEAU,2097
519,-33.75145196,151.28687659999997,,DEE WHY,2099
520,-33.74843003,151.2902329,,DEE WHY,2099
521,-33.78538813,151.272326,,MANLY VALE,2093
522,-33.79689111,151.28541909999998,,MANLY,2095
523,-33.78348497,151.28935369999996,,QUEENSCLIFF,2096
524,-33.79345066,151.26565359999998,,BALGOWLAH,2093
525,-33.79903235,151.27822350000002,,MANLY,2095
526,-33.62341012,151.33580600000002,,AVALON BEACH,2107
527,-33.74417975,151.22879630000003,,FRENCHS FOREST,2086
528,-33.63856558,151.29315480000002,,SCOTLAND ISLAND,2105
529,-33.79929681,151.29197030000003,,MANLY,2095
530,-33.77872311,151.2773956,,FRESHWATER,2096
531,-33.78259856,151.2877127,,QUEENSCLIFF,2096
532,-33.79896894,151.2867502,,MANLY,2095
533,-33.70870954,151.2843487,,ELANORA HEIGHTS,2101
534,-33.79275812,151.258672,,BALGOWLAH,2093
535,-33.65268393,151.3195106,,NEWPORT,2106
536,-33.63648269,151.3319629,,AVALON BEACH,2107
537,-33.80062704,151.2885622,,MANLY,2095
538,-33.77616953,151.2700061,,NORTH MANLY,2100
539,-33.78818575,151.2866583,,MANLY,2095
540,-33.79439224,151.279722,,FAIRLIGHT,2094
541,-33.63895574,151.3151344,,CLAREVILLE,2107
542,-33.80607095,151.2535542,,CLONTARF,2093
543,-33.79936753,151.2899218,,MANLY,2095
544,-33.7622751,151.2868458,,NORTH CURL CURL,2099
545,-33.77654727,151.28649740000003,,FRESHWATER,2096
546,-33.79976353,151.28946919999998,,MANLY,2095
547,-33.73677853,151.2982909,,COLLAROY,2097
548,-33.78051473,151.2825061,,QUEENSCLIFF,2096
549,-33.72744277,151.30069430000003,,COLLAROY,2097
550,-33.79914975,151.2873729,,MANLY,2095
551,-33.80087923,151.2860248,,MANLY,2095
552,-33.71738169,151.3001737,,NARRABEEN,2101
553,-33.78163155,151.2874123,,QUEENSCLIFF,2096
554,-33.60567859,151.2962579,,COASTERS RETREAT,2108
555,-33.79755251,151.2849975,,MANLY,2095
556,-33.73113867,151.20762969999998,,BELROSE,2085
557,-33.79923058,151.2787844,,MANLY,2095
558,-33.79511596,151.2827515,,MANLY,2095
559,-33.73826286,151.29789519999997,,COLLAROY,2097
560,-33.72443652,151.296127,,NARRABEEN,2101
561,-33.77771123,151.28057980000003,,FRESHWATER,2096
562,-33.77897139,151.2807018,,FRESHWATER,2096
563,-33.79023952,151.284033,,MANLY,2095
564,-33.74749152,151.2895586,,DEE WHY,2099
565,-33.80369607,151.289769,,MANLY,2095
566,-33.73530818,151.2118495,,BELROSE,2085
567,-33.73143855,151.29985259999998,,COLLAROY,2097
568,-33.78047083,151.2841737,,QUEENSCLIFF,2096
569,-33.79649505,151.27697460000002,,FAIRLIGHT,2094
570,-33.7446836,151.2878881,,DEE WHY,2099
571,-33.79311716,151.2867946,,MANLY,2095
572,-33.7180329,151.29893069999997,,NARRABEEN,2101
573,-33.80258095,151.28769119999998,,MANLY,2095
574,-33.75713633,151.2913374,,DEE WHY,2099
575,-33.67011528,151.2978986,,MONA VALE,2103
576,-33.80106683,151.2876625,,MANLY,2095
577,-33.79921039,151.2921638,,MANLY,2095
578,-33.65095277,151.31183059999998,,BILGOLA PLATEAU,2107
579,-33.79689739,151.2747949,,FAIRLIGHT,2094
580,-33.77306194,151.279717,,FRESHWATER,2096
581,-33.8038222,151.28885830000002,,MANLY,2095
582,-33.78012274,151.2778721,,FRESHWATER,2096
583,-33.78075369,151.28719750000002,,FRESHWATER,2096
584,-33.76131552,151.2842451,,NORTH CURL CURL,2099
585,-33.79366194,151.27146869999999,,FAIRLIGHT,2094
586,-33.72307837,151.2933499,,NARRABEEN,2101
587,-33.78751752,151.28366780000002,,MANLY,2095
588,-33.74748479,151.23802959999998,,FRENCHS FOREST,2086
589,-33.77204869,151.2674868,,NORTH MANLY,2100
590,-33.75459433,151.2876214,,DEE WHY,2099
591,-33.67549711,151.3133821,,MONA VALE,2103
592,-33.78845074,151.2834396,,MANLY,2095
593,-33.76940742,151.27585990000003,,NORTH MANLY,2100
594,-33.75737987,151.2399587,,ALLAMBIE HEIGHTS,2100
595,-33.79594505,151.2598303,,BALGOWLAH,2093
596,-33.79787103,151.28060190000002,,MANLY,2095
597,-33.7969973,151.2874654,,MANLY,2095
598,-33.78538915,151.2883157,,QUEENSCLIFF,2096
599,-33.59951391,151.3240091,,PALM BEACH,2108
600,-33.75587185,151.2893215,,DEE WHY,2099
601,-33.78399279999999,151.2648248,,MANLY VALE,2093
602,-33.62314401,151.3349498,,AVALON BEACH,2107
603,-33.637356700000005,151.27811119999998,,ELVINA BAY,2105
604,-33.80087641,151.286235,,MANLY,2095
605,-33.7830489,151.29091640000001,,QUEENSCLIFF,2096
606,-33.76066133,151.2944328,,NORTH CURL CURL,2099
607,-33.66439408,151.3142567,,NEWPORT,2106
608,-33.78987681,151.27826480000002,,MANLY,2095
609,-33.7464782,151.2847656,,DEE WHY,2099
610,-33.7911529,151.28504809999998,,MANLY,2095
611,-33.80585705,151.28645600000002,,MANLY,2095
612,-33.62003257,151.3336802,,AVALON BEACH,2107
613,-33.76845653,151.2935632,,CURL CURL,2096
614,-33.63130697,151.3256207,,AVALON BEACH,2107
615,-33.72476711,151.22180780000002,,BELROSE,2085
616,-33.75604653,151.2989243,,DEE WHY,2099
617,-33.75918376,151.2986082,,DEE WHY,2099
618,-33.79829248,151.25334660000001,,BALGOWLAH,2093
619,-33.62860886,151.3212455,,AVALON BEACH,2107
620,-33.66219113,151.2985069,,BAYVIEW,2104
621,-33.71836669,151.2974513,,NARRABEEN,2101
622,-33.78526798,151.2871388,,QUEENSCLIFF,2096
623,-33.78395363,151.2705986,,MANLY VALE,2093
624,-33.79030772,151.278775,,MANLY,2095
625,-33.7826005,151.286668,,QUEENSCLIFF,2096
626,-33.67814894,151.3088527,,MONA VALE,2103
627,-33.65396722,151.31355449999998,,NEWPORT,2106
628,-33.74310989,151.2893454,,DEE WHY,2099
629,-33.79913569,151.261643,,BALGOWLAH,2093
630,-33.70438612,151.2935501,,NORTH NARRABEEN,2101
631,-33.70482252,151.30038259999998,,NARRABEEN,2101
632,-33.75458855,151.29368369999997,,DEE WHY,2099
633,-33.74207814,151.2068276,,FRENCHS FOREST,2086
634,-33.7760321,151.27163249999998,,NORTH MANLY,2100
635,-33.80200043,151.29304150000002,,MANLY,2095
636,-33.80286854,151.28746719999998,,MANLY,2095
637,-33.7983279,151.274109,,FAIRLIGHT,2094
638,-33.79225656,151.2876892,,MANLY,2095
639,-33.79566482,151.2771926,,FAIRLIGHT,2094
640,-33.63696019,151.32935830000002,,AVALON BEACH,2107
641,-33.75229876,151.2893867,,DEE WHY,2099
642,-33.802160799999996,151.2894292,,MANLY,2095
643,-33.72788673,151.214215,,BELROSE,2085
644,-33.64110232,151.31047790000002,,BILGOLA PLATEAU,2107
645,-33.78779647,151.2851645,,MANLY,2095
646,-33.67518133,151.3156486,,MONA VALE,2103
647,-33.7092027,151.3034406,,NARRABEEN,2101
648,-33.60219752,151.32085590000003,,PALM BEACH,2108
649,-33.61714111,151.2072417,,COTTAGE POINT,2084
650,-33.74584696,151.2902326,,DEE WHY,2099
651,-33.77544943,151.27628159999998,,FRESHWATER,2096
652,-33.80358146,151.2846649,,MANLY,2095
653,-33.79999818,151.2849868,,MANLY,2095
654,-33.63778621,151.27976999999998,,ELVINA BAY,2105
655,-33.75705406,151.293613,,DEE WHY,2099
656,-33.79586851,151.2620476,,BALGOWLAH,2093
657,-33.62120124,151.32068230000002,,AVALON BEACH,2107
658,-33.75572992,151.2846735,,DEE WHY,2099
659,-33.75423743,151.28055419999998,,DEE WHY,2099
660,-33.70550642,151.28793819999999,,NORTH NARRABEEN,2101
661,-33.79645229,151.28155790000002,,MANLY,2095
662,-33.75427971,151.2954463,,DEE WHY,2099
663,-33.60374098,151.3205056,,PALM BEACH,2108
664,-33.75675216,151.26947890000002,,NARRAWEENA,2099
665,-33.80286173,151.28957769999997,,MANLY,2095
666,-33.75689919,151.2863275,,DEE WHY,2099
667,-33.71399118,151.3002104,,NARRABEEN,2101
668,-33.78560289,151.2830545,,MANLY,2095
669,-33.78767858,151.2852542,,MANLY,2095
670,-33.78633324,151.2683802,,MANLY VALE,2093
671,-33.80210462,151.28858290000002,,MANLY,2095
672,-33.80087266,151.26039530000003,,BALGOWLAH HEIGHTS,2093
673,-33.75395668,151.2925528,,DEE WHY,2099
674,-33.74989177,151.27119530000002,,NARRAWEENA,2099
675,-33.75318158,151.2875517,,DEE WHY,2099
676,-33.80582462,151.2889173,,MANLY,2095
677,-33.74728262,151.2871675,,DEE WHY,2099
678,-33.65793806,151.3198189,,NEWPORT,2106
679,-33.80499998,151.2848475,,MANLY,2095
680,-33.69770309,151.30720530000002,,WARRIEWOOD,2102
681,-33.78546667,151.2753193,,MANLY VALE,2093
682,-33.7769666,151.2808179,,FRESHWATER,2096
683,-33.78155936,151.2847659,,QUEENSCLIFF,2096
684,-33.75047095,151.2880398,,DEE WHY,2099
685,-33.79951817,151.2873236,,MANLY,2095
686,-33.75479022,151.2937011,,DEE WHY,2099
687,-33.77418473,151.26941580000002,,NORTH MANLY,2100
688,-33.77114648,151.2921562,,CURL CURL,2096
689,-33.75408746,151.2935438,,DEE WHY,2099
690,-33.60169446,151.3228845,,PALM BEACH,2108
691,-33.80077271,151.2883605,,MANLY,2095
692,-33.79618902,151.27570469999998,,FAIRLIGHT,2094
693,-33.75211576,151.28984169999998,,DEE WHY,2099
694,-33.78645777,151.2529718,,NORTH BALGOWLAH,2093
695,-33.80531652,151.2857209,,MANLY,2095
696,-33.75834493,151.2757558,,BROOKVALE,2100
697,-33.79564073,151.27066340000002,,FAIRLIGHT,2094
698,-33.79815879,151.28128130000002,,MANLY,2095
699,-33.79425082,151.2815207,,MANLY,2095
700,-33.77910498,151.2710105,,MANLY VALE,2093
701,-33.76542661,151.2493285,,ALLAMBIE HEIGHTS,2100
702,-33.78425993,151.28719519999999,,QUEENSCLIFF,2096
703,-33.75392762,151.2957696,,DEE WHY,2099
704,-33.67157044,151.31031430000002,,MONA VALE,2103
705,-33.78183851,151.2819372,,QUEENSCLIFF,2096
706,-33.79956425,151.2845828,,MANLY,2095
707,-33.79958179,151.2753505,,FAIRLIGHT,2094
708,-33.77790285,151.2787053,,FRESHWATER,2096
709,-33.74046018,151.229852,,FRENCHS FOREST,2086
710,-33.78488493,151.2847625,,MANLY,2095
711,-33.77850495,151.2851547,,FRESHWATER,2096
712,-33.70056163,151.3032967,,NORTH NARRABEEN,2101
713,-33.62664719,151.3354618,,AVALON BEACH,2107
714,-33.7901419,151.2851054,,MANLY,2095
715,-33.59412469,151.3199627,,PALM BEACH,2108
716,-33.75868543,151.2765063,,BROOKVALE,2100
717,-33.75592216,151.28259119999998,,DEE WHY,2099
718,-33.79508277,151.28068430000002,,MANLY,2095
719,-33.78481407,151.2822236,,MANLY,2095
720,-33.63490357,151.29160339999999,,SCOTLAND ISLAND,2105
721,-33.78801212,151.2812183,,MANLY,2095
722,-33.77430148,151.27206040000002,,NORTH MANLY,2100
723,-33.60063531,151.3225218,,PALM BEACH,2108
724,-33.80282605,151.2916439,,MANLY,2095
725,-33.70856135,151.2939898,,NORTH NARRABEEN,2101
726,-33.75613673,151.2928204,,DEE WHY,2099
727,-33.6487175,151.31353909999999,,BILGOLA PLATEAU,2107
728,-33.79614835,151.2864323,,MANLY,2095
729,-33.78538074,151.2691037,,MANLY VALE,2093
730,-33.72300946,151.2762524,,WHEELER HEIGHTS,2097
731,-33.68783871,151.29522790000001,,WARRIEWOOD,2102
732,-33.78904739,151.2867118,,MANLY,2095
733,-33.74730865,151.2868545,,DEE WHY,2099
734,-33.78711604,151.2567103,,NORTH BALGOWLAH,2093
735,-33.79853227,151.287077,,MANLY,2095
736,-33.63128936,151.3258366,,AVALON BEACH,2107
737,-33.72983649,151.30101090000002,,COLLAROY,2097
738,-33.664833,151.3160656,,NEWPORT,2106
739,-33.65276065,151.3207885,,NEWPORT,2106
740,-33.63933921,151.3217014,,BILGOLA PLATEAU,2107
741,-33.79336075,151.28408340000001,,MANLY,2095
742,-33.78744306,151.2696761,,BALGOWLAH,2093
743,-33.763648499999995,151.28887519999998,,NORTH CURL CURL,2099
744,-33.78360464,151.2717438,,MANLY VALE,2093
745,-33.58935142,151.29850349999998,,GREAT MACKEREL BEACH,2108
746,-33.75399795,151.2578268,,BEACON HILL,2100
747,-33.80503391,151.2899853,,MANLY,2095
748,-33.79558318,151.28702009999998,,MANLY,2095
749,-33.79543244,151.2841882,,MANLY,2095
750,-33.79625674,151.285807,,MANLY,2095
751,-33.78679026,151.28657040000002,,MANLY,2095
752,-33.80073648,151.2899267,,MANLY,2095
753,-33.8069022,151.284832,,MANLY,2095
754,-33.67472258,151.3140199,,MONA VALE,2103
755,-33.77792083,151.2826372,,FRESHWATER,2096
756,-33.63720404,151.282553,,ELVINA BAY,2105
757,-33.80001395,151.2918542,,MANLY,2095
758,-33.77468971,151.2847166,,FRESHWATER,2096
759,-33.73524738,151.27417340000002,,CROMER,2099
760,-33.6169529,151.3275447,,PALM BEACH,2108
761,-33.64912714,151.31439650000002,,BILGOLA PLATEAU,2107
762,-33.78973932,151.2854084,,MANLY,2095
763,-33.79399642,151.2850282,,MANLY,2095
764,-33.78464785,151.28842230000004,,QUEENSCLIFF,2096
765,-33.77597085,151.2563542,,ALLAMBIE HEIGHTS,2100
766,-33.799102500000004,151.2916967,,MANLY,2095
767,-33.6027592,151.3018512,,COASTERS RETREAT,2108
768,-33.80256321,151.2905909,,MANLY,2095
769,-33.72861811,151.2871437,,COLLAROY PLATEAU,2097
770,-33.79945292,151.2795666,,MANLY,2095
771,-33.80105609,151.2632644,,BALGOWLAH,2093
772,-33.79425931,151.2843341,,MANLY,2095
773,-33.68146712,151.3035157,,MONA VALE,2103
774,-33.70411834,151.29226459999998,,NORTH NARRABEEN,2101
775,-33.7873441,151.28670119999998,,MANLY,2095
776,-33.67726737,151.2953937,,MONA VALE,2103
777,-33.75568855,151.28392319999998,,DEE WHY,2099
778,-33.72888196,151.26478980000002,,CROMER,2099
779,-33.78848484,151.2847393,,MANLY,2095
780,-33.78793185,151.2831004,,MANLY,2095
781,-33.67950221,151.29790880000002,,MONA VALE,2103
782,-33.75886631,151.201923,,FORESTVILLE,2087
783,-33.63089351,151.3369831,,AVALON BEACH,2107
784,-33.79605909,151.2856582,,MANLY,2095
785,-33.78744801,151.288668,,MANLY,2095
786,-33.80001203,151.2604657,,BALGOWLAH,2093
787,-33.79336202,151.2608747,,BALGOWLAH,2093
788,-33.76779745,151.28942719999998,,CURL CURL,2096
789,-33.7957768,151.2884602,,MANLY,2095
790,-33.6277724,151.3203917,,AVALON BEACH,2107
791,-33.78922251,151.2834593,,MANLY,2095
792,-33.62923655,151.32614109999997,,AVALON BEACH,2107
793,-33.79625962,151.2882885,,MANLY,2095
794,-33.70619982,151.28784219999997,,NORTH NARRABEEN,2101
795,-33.79871762,151.2826189,,MANLY,2095
796,-33.68033897,151.31095359999998,,MONA VALE,2103
797,-33.7923382,151.2880373,,MANLY,2095
798,-33.79994482,151.2735834,,FAIRLIGHT,2094
799,-33.75194768,151.28409,,DEE WHY,2099
800,-33.80274857,151.2887002,,MANLY,2095
801,-33.62729558,151.32791880000002,,AVALON BEACH,2107
802,-33.78722404,151.2924612,,QUEENSCLIFF,2096
803,-33.78457963,151.27081280000002,,MANLY VALE,2093
804,-33.69945403,151.27785219999998,,ELANORA HEIGHTS,2101
805,-33.79737101,151.2762868,,FAIRLIGHT,2094
806,-33.69040161,151.3036751,,WARRIEWOOD,2102
807,-33.77418902,151.2807725,,FRESHWATER,2096
808,-33.75495804,151.2967639,,DEE WHY,2099
809,-33.79118761,151.28460719999998,,MANLY,2095
810,-33.62151758,151.33868700000002,,AVALON BEACH,2107
811,-33.80276518,151.2902775,,MANLY,2095
812,-33.77886087,151.292727,,FRESHWATER,2096
813,-33.58934331,151.29919619999998,,GREAT MACKEREL BEACH,2108
814,-33.79756483,151.2864128,,MANLY,2095
815,-33.67823355,151.295637,,MONA VALE,2103
816,-33.6282049,151.3264931,,AVALON BEACH,2107
817,-33.78541204,151.2661267,,MANLY VALE,2093
818,-33.80035342,151.28633440000002,,MANLY,2095
819,-33.79420968,151.284358,,MANLY,2095
820,-33.79551831,151.28786330000003,,MANLY,2095
821,-33.790628000000005,151.2869389,,MANLY,2095
822,-33.75832172,151.29444819999998,,DEE WHY,2099
823,-33.660042499999996,151.3150488,,NEWPORT,2106
824,-33.80090477,151.2874,,MANLY,2095
825,-33.79522442,151.2708804,,FAIRLIGHT,2094
826,-33.79695746,151.2797776,,MANLY,2095
827,-33.79019286,151.2773486,,MANLY,2095
828,-33.794276399999994,151.2829833,,MANLY,2095
829,-33.79157603,151.260795,,BALGOWLAH,2093
830,-33.79794084,151.2755305,,FAIRLIGHT,2094
831,-33.695297100000005,151.28850780000002,,NORTH NARRABEEN,2101
832,-33.74346619,151.210496,,FRENCHS FOREST,2086
833,-33.80248789,151.28977849999998,,MANLY,2095
834,-33.65523255,151.3182086,,NEWPORT,2106
835,-33.7338151,151.2244361,,BELROSE,2085
836,-33.7940187,151.2417227,,SEAFORTH,2092
837,-33.79691576,151.2847654,,MANLY,2095
838,-33.79725858,151.275911,,FAIRLIGHT,2094
839,-33.6734614,151.3013228,,MONA VALE,2103
840,-33.79254367,151.2781886,,FAIRLIGHT,2094
841,-33.72461762,151.21587649999998,,BELROSE,2085
842,-33.7862056,151.28363190000002,,MANLY,2095
843,-33.80134937,151.2880628,,MANLY,2095
844,-33.60423321,151.2985499,,COASTERS RETREAT,2108
845,-33.78924239,151.2846805,,MANLY,2095
846,-33.77056334,151.2643086,,ALLAMBIE HEIGHTS,2100
847,-33.79864322,151.2825017,,MANLY,2095
848,-33.77391735,151.2906164,,CURL CURL,2096
849,-33.79644854,151.287127,,MANLY,2095
850,-33.76857577,151.270184,,NORTH MANLY,2100
851,-33.77983269,151.28617549999998,,FRESHWATER,2096
852,-33.63205024,151.31679450000001,,AVALON BEACH,2107
853,-33.73263766,151.26620219999998,,CROMER,2099
854,-33.80096905,151.29189250000002,,MANLY,2095
855,-33.7627277,151.2983279,,NORTH CURL CURL,2099
856,-33.79755699,151.26691780000002,,BALGOWLAH,2093
857,-33.65090766,151.31101840000002,,BILGOLA PLATEAU,2107
858,-33.80283995,151.288592,,MANLY,2095
859,-33.75552795,151.2637085,,BEACON HILL,2100
860,-33.76192574,151.2672581,,BROOKVALE,2100
861,-33.62218815,151.33661909999998,,AVALON BEACH,2107
862,-33.79363857,151.2844818,,MANLY,2095
863,-33.62323204,151.3170517,,AVALON BEACH,2107
864,-33.79579568,151.28164990000002,,MANLY,2095
865,-33.652787700000005,151.31987019999997,,NEWPORT,2106
866,-33.71750241,151.29845500000002,,NARRABEEN,2101
867,-33.77095555,151.27350669999998,,NORTH MANLY,2100
868,-33.79571343,151.28584980000002,,MANLY,2095
869,-33.79187394,151.2846301,,MANLY,2095
870,-33.77895948,151.28223069999999,,FRESHWATER,2096
871,-33.74574357,151.28848190000002,,DEE WHY,2099
872,-33.79317668,151.2824909,,MANLY,2095
873,-33.79848422,151.24998159999998,,SEAFORTH,2092
874,-33.78408237,151.2881105,,QUEENSCLIFF,2096
875,-33.76970332,151.280125,,FRESHWATER,2096
876,-33.74921877,151.29186830000003,,DEE WHY,2099
877,-33.77671505,151.2838398,,FRESHWATER,2096
878,-33.64745766,151.3215065,,NEWPORT,2106
879,-33.79548756,151.2809787,,MANLY,2095
880,-33.79508739,151.28452439999998,,MANLY,2095
881,-33.73596215,151.21234809999999,,BELROSE,2085
882,-33.79602864,151.2705033,,FAIRLIGHT,2094
883,-33.62294777,151.33680149999998,,AVALON BEACH,2107
884,-33.79707631,151.2647388,,BALGOWLAH,2093
885,-33.79758101,151.2848785,,MANLY,2095
886,-33.67214322,151.3118332,,MONA VALE,2103
887,-33.69573799,151.2904135,,NORTH NARRABEEN,2101
888,-33.79770588,151.276667,,FAIRLIGHT,2094
889,-33.78767909,151.2734875,,MANLY VALE,2093
890,-33.79742474,151.26538390000002,,BALGOWLAH,2093
891,-33.7976448,151.28417109999998,,MANLY,2095
892,-33.6295007,151.3235097,,AVALON BEACH,2107
893,-33.75591613,151.2919972,,DEE WHY,2099
894,-33.79927713,151.28601819999997,,MANLY,2095
895,-33.75096559,151.2932916,,DEE WHY,2099
896,-33.79471388,151.258351,,BALGOWLAH,2093
897,-33.66234786,151.30700119999997,,MONA VALE,2103
898,-33.7866399,151.28176399999998,,MANLY,2095
899,-33.79519657,151.28558049999998,,MANLY,2095
900,-33.73984719,151.27320269999998,,CROMER,2099
901,-33.75257138,151.2788003,,DEE WHY,2099
902,-33.68003726,151.22178069999998,,TERREY HILLS,2084
903,-33.77834553,151.2833326,,FRESHWATER,2096
904,-33.76809753,151.2944248,,CURL CURL,2096
905,-33.7482453,151.2180515,,FRENCHS FOREST,2086
906,-33.75401872,151.2949575,,DEE WHY,2099
907,-33.77430887,151.2867003,,FRESHWATER,2096
908,-33.70550443,151.2873856,,NORTH NARRABEEN,2101
909,-33.60661729,151.29802080000002,,COASTERS RETREAT,2108
910,-33.800267600000005,151.27601819999998,,FAIRLIGHT,2094
911,-33.78562688,151.2672442,,MANLY VALE,2093
912,-33.77997111,151.2935717,,FRESHWATER,2096
913,-33.74245615,151.30027230000002,,COLLAROY,2097
914,-33.79729476,151.2739987,,FAIRLIGHT,2094
915,-33.80173361,151.2938704,,MANLY,2095
916,-33.78654843,151.28747280000002,,MANLY,2095
917,-33.79056285,151.24933169999997,,NORTH BALGOWLAH,2093
918,-33.74680368,151.2256755,,FRENCHS FOREST,2086
919,-33.63108316,151.32631840000002,,AVALON BEACH,2107
920,-33.75457702,151.25223190000003,,BEACON HILL,2100
921,-33.70328238,151.27228730000002,,ELANORA HEIGHTS,2101
922,-33.6385696,151.3237506,,AVALON BEACH,2107
923,-33.79596342,151.2786159,,FAIRLIGHT,2094
924,-33.78010269,151.280451,,FRESHWATER,2096
925,-33.79350762,151.2860435,,MANLY,2095
926,-33.80015113,151.2867546,,MANLY,2095
927,-33.65106786,151.3163836,,NEWPORT,2106
928,-33.79734519,151.2868546,,MANLY,2095
929,-33.79625049,151.284556,,MANLY,2095
930,-33.799945799999996,151.2869696,,MANLY,2095
931,-33.70838682,151.3022851,,NARRABEEN,2101
932,-33.76745034,151.27710109999998,,BROOKVALE,2100
933,-33.80245914,151.29073019999998,,MANLY,2095
934,-33.7459389,151.28700700000002,,DEE WHY,2099
935,-33.67438247,151.3015371,,MONA VALE,2103
936,-33.78017,151.29335980000002,,FRESHWATER,2096
937,-33.79686533,151.2770792,,FAIRLIGHT,2094
938,-33.75590259,151.2933973,,DEE WHY,2099
939,-33.62488248,151.32957199999998,,AVALON BEACH,2107
940,-33.78439608,151.2692116,,MANLY VALE,2093
941,-33.7864055,151.2565332,,NORTH BALGOWLAH,2093
942,-33.80243259,151.2929815,,MANLY,2095
943,-33.79558674,151.28455449999998,,MANLY,2095
944,-33.75838141,151.2932418,,DEE WHY,2099
945,-33.79748651,151.2850168,,MANLY,2095
946,-33.76824419,151.2924981,,CURL CURL,2096
947,-33.79627748,151.2827924,,MANLY,2095
948,-33.79860686,151.278883,,MANLY,2095
949,-33.77286916,151.2809108,,FRESHWATER,2096
950,-33.79855427,151.2843429,,MANLY,2095
951,-33.76159272,151.26560519999998,,BROOKVALE,2100
952,-33.79608925,151.2781416,,FAIRLIGHT,2094
